Subject	Pair	Vowel	V	Length	Trial	Response	PrelimTotalF	SPETotalF	PrelimFrisch	SPEFrisch	LuceD
OS26T	"graph,brat"	ae	a	long	49	2	2	5	0.314	0.206	3.036162053
PE14D	"graph,brat"	ae	a	long	28	6	2	5	0.314	0.206	3.036162053
PQ27D	"graph,brat"	ae	a	long	11	2	2	5	0.314	0.206	3.036162053
PW18G	"graph,brat"	ae	a	long	89	1	2	5	0.314	0.206	3.036162053
PX84R	"graph,brat"	ae	a	long	82	3	2	5	0.314	0.206	3.036162053
QR21P	"graph,brat"	ae	a	long	47	5	2	5	0.314	0.206	3.036162053
QW31L	"graph,brat"	ae	a	long	55	2	2	5	0.314	0.206	3.036162053
RB39H	"graph,brat"	ae	a	long	71	2	2	5	0.314	0.206	3.036162053
RL68G	"graph,brat"	ae	a	long	78	4	2	5	0.314	0.206	3.036162053
SG77E	"graph,brat"	ae	a	long	21	1	2	5	0.314	0.206	3.036162053
SK19G	"graph,brat"	ae	a	long	35	1	2	5	0.314	0.206	3.036162053
SK66K	"graph,brat"	ae	a	long	43	2	2	5	0.314	0.206	3.036162053
SQ87Z	"graph,brat"	ae	a	long	22	1	2	5	0.314	0.206	3.036162053
ST99W	"graph,brat"	ae	a	long	96	1	2	5	0.314	0.206	3.036162053
TE72Y	"graph,brat"	ae	a	long	20	4	2	5	0.314	0.206	3.036162053
TG10Q	"graph,brat"	ae	a	long	35	1	2	5	0.314	0.206	3.036162053
TK67C	"graph,brat"	ae	a	long	37	1	2	5	0.314	0.206	3.036162053
WT24N	"graph,brat"	ae	a	long	52	1	2	5	0.314	0.206	3.036162053
XC35E	"graph,brat"	ae	a	long	78	2	2	5	0.314	0.206	3.036162053
XG23P	"graph,brat"	ae	a	long	57	2	2	5	0.314	0.206	3.036162053
XL12Q	"graph,brat"	ae	a	long	40	4	2	5	0.314	0.206	3.036162053
XQ79R	"graph,brat"	ae	a	long	75	1	2	5	0.314	0.206	3.036162053
XS38P	"graph,brat"	ae	a	long	65	1	2	5	0.314	0.206	3.036162053
XS96W	"graph,brat"	ae	a	long	70	1	2	5	0.314	0.206	3.036162053
YD48I	"graph,brat"	ae	a	long	17	1	2	5	0.314	0.206	3.036162053
YK76J	"graph,brat"	ae	a	long	19	4	2	5	0.314	0.206	3.036162053
YN47M	"graph,brat"	ae	a	long	9	4	2	5	0.314	0.206	3.036162053
YU22I	"graph,brat"	ae	a	long	42	4	2	5	0.314	0.206	3.036162053
ZZ5V	"graph,brat"	ae	a	long	33	5	2	5	0.314	0.206	3.036162053
AM25Y	"rack,tap"	ae	a	long	93	1	3	2	0.303	0.549	1.490932027
AR82M	"rack,tap"	ae	a	long	14	5	3	2	0.303	0.549	1.490932027
AY9B	"rack,tap"	ae	a	long	82	3	3	2	0.303	0.549	1.490932027
BA89W	"rack,tap"	ae	a	long	87	3	3	2	0.303	0.549	1.490932027
BS90M	"rack,tap"	ae	a	long	68	1	3	2	0.303	0.549	1.490932027
BU78I	"rack,tap"	ae	a	long	58	3	3	2	0.303	0.549	1.490932027
BW95G	"rack,tap"	ae	a	long	40	2	3	2	0.303	0.549	1.490932027
CK44O	"rack,tap"	ae	a	long	72	3	3	2	0.303	0.549	1.490932027
CM34Z	"rack,tap"	ae	a	long	8	5	3	2	0.303	0.549	1.490932027
DF61Q	"rack,tap"	ae	a	long	44	3	3	2	0.303	0.549	1.490932027
DR17G	"rack,tap"	ae	a	long	83	4	3	2	0.303	0.549	1.490932027
EK1N	"rack,tap"	ae	a	long	74	5	3	2	0.303	0.549	1.490932027
ES29S	"rack,tap"	ae	a	long	34	1	3	2	0.303	0.549	1.490932027
FJ83B	"rack,tap"	ae	a	long	62	5	3	2	0.303	0.549	1.490932027
FU75W	"rack,tap"	ae	a	long	55	4	3	2	0.303	0.549	1.490932027
FV16X	"rack,tap"	ae	a	long	90	5	3	2	0.303	0.549	1.490932027
IF59C	"rack,tap"	ae	a	long	13	3	3	2	0.303	0.549	1.490932027
JD94A	"rack,tap"	ae	a	long	26	3	3	2	0.303	0.549	1.490932027
JE33O	"rack,tap"	ae	a	long	48	4	3	2	0.303	0.549	1.490932027
JV42B	"rack,tap"	ae	a	long	85	4	3	2	0.303	0.549	1.490932027
JY36H	"rack,tap"	ae	a	long	72	1	3	2	0.303	0.549	1.490932027
KB4F	"rack,tap"	ae	a	long	70	2	3	2	0.303	0.549	1.490932027
KI71L	"rack,tap"	ae	a	long	81	2	3	2	0.303	0.549	1.490932027
KK92R	"rack,tap"	ae	a	long	18	2	3	2	0.303	0.549	1.490932027
KQ37E	"rack,tap"	ae	a	long	10	1	3	2	0.303	0.549	1.490932027
KQ52J	"rack,tap"	ae	a	long	81	2	3	2	0.303	0.549	1.490932027
KR28H	"rack,tap"	ae	a	long	56	6	3	2	0.303	0.549	1.490932027
KS15D	"rack,tap"	ae	a	long	9	3	3	2	0.303	0.549	1.490932027
LC70W	"rack,tap"	ae	a	long	91	2	3	2	0.303	0.549	1.490932027
LQ40Z	"rack,tap"	ae	a	long	35	4	3	2	0.303	0.549	1.490932027
LT30W	"rack,tap"	ae	a	long	16	5	3	2	0.303	0.549	1.490932027
LY2O	"rack,tap"	ae	a	long	52	5	3	2	0.303	0.549	1.490932027
LY53Q	"rack,tap"	ae	a	long	72	5	3	2	0.303	0.549	1.490932027
LZ43Z	"rack,tap"	ae	a	long	47	2	3	2	0.303	0.549	1.490932027
MC41U	"rack,tap"	ae	a	long	73	1	3	2	0.303	0.549	1.490932027
MO73Z	"rack,tap"	ae	a	long	32	3	3	2	0.303	0.549	1.490932027
NX13O	"rack,tap"	ae	a	long	19	3	3	2	0.303	0.549	1.490932027
NZ20B	"rack,tap"	ae	a	long	95	6	3	2	0.303	0.549	1.490932027
OG60T	"rack,tap"	ae	a	long	50	1	3	2	0.303	0.549	1.490932027
ON3K	"rack,tap"	ae	a	long	11	2	3	2	0.303	0.549	1.490932027
ON74R	"rack,tap"	ae	a	long	70	5	3	2	0.303	0.549	1.490932027
OQ69Y	"rack,tap"	ae	a	long	13	3	3	2	0.303	0.549	1.490932027
OR11R	"rack,tap"	ae	a	long	85	5	3	2	0.303	0.549	1.490932027
OS26T	"rack,tap"	ae	a	long	72	7	3	2	0.303	0.549	1.490932027
PE14D	"rack,tap"	ae	a	long	61	6	3	2	0.303	0.549	1.490932027
PQ27D	"rack,tap"	ae	a	long	42	3	3	2	0.303	0.549	1.490932027
PW18G	"rack,tap"	ae	a	long	70	3	3	2	0.303	0.549	1.490932027
PX84R	"rack,tap"	ae	a	long	10	6	3	2	0.303	0.549	1.490932027
QR21P	"rack,tap"	ae	a	long	10	6	3	2	0.303	0.549	1.490932027
QW31L	"rack,tap"	ae	a	long	11	2	3	2	0.303	0.549	1.490932027
RB39H	"rack,tap"	ae	a	long	64	2	3	2	0.303	0.549	1.490932027
RL68G	"rack,tap"	ae	a	long	29	1	3	2	0.303	0.549	1.490932027
SG77E	"rack,tap"	ae	a	long	14	1	3	2	0.303	0.549	1.490932027
SK19G	"rack,tap"	ae	a	long	77	2	3	2	0.303	0.549	1.490932027
SK66K	"rack,tap"	ae	a	long	65	2	3	2	0.303	0.549	1.490932027
SQ87Z	"rack,tap"	ae	a	long	92	2	3	2	0.303	0.549	1.490932027
ST99W	"rack,tap"	ae	a	long	54	1	3	2	0.303	0.549	1.490932027
TE72Y	"rack,tap"	ae	a	long	93	2	3	2	0.303	0.549	1.490932027
TG10Q	"rack,tap"	ae	a	long	58	2	3	2	0.303	0.549	1.490932027
TK67C	"rack,tap"	ae	a	long	91	3	3	2	0.303	0.549	1.490932027
WT24N	"rack,tap"	ae	a	long	74	4	3	2	0.303	0.549	1.490932027
XC35E	"rack,tap"	ae	a	long	88	6	3	2	0.303	0.549	1.490932027
XG23P	"rack,tap"	ae	a	long	27	6	3	2	0.303	0.549	1.490932027
XL12Q	"rack,tap"	ae	a	long	68	4	3	2	0.303	0.549	1.490932027
XQ79R	"rack,tap"	ae	a	long	18	1	3	2	0.303	0.549	1.490932027
XS38P	"rack,tap"	ae	a	long	74	1	3	2	0.303	0.549	1.490932027
XS96W	"rack,tap"	ae	a	long	76	2	3	2	0.303	0.549	1.490932027
YD48I	"rack,tap"	ae	a	long	65	6	3	2	0.303	0.549	1.490932027
YK76J	"rack,tap"	ae	a	long	80	4	3	2	0.303	0.549	1.490932027
YN47M	"rack,tap"	ae	a	long	19	5	3	2	0.303	0.549	1.490932027
YU22I	"rack,tap"	ae	a	long	54	5	3	2	0.303	0.549	1.490932027
ZZ5V	"rack,tap"	ae	a	long	52	5	3	2	0.303	0.549	1.490932027
AM25Y	"ham,fan"	ae	a	long	73	1	1	2	0.5	0.446	1.549707808
AR82M	"ham,fan"	ae	a	long	79	6	1	2	0.5	0.446	1.549707808
AY9B	"ham,fan"	ae	a	long	57	4	1	2	0.5	0.446	1.549707808
BA89W	"ham,fan"	ae	a	long	58	6	1	2	0.5	0.446	1.549707808
BS90M	"ham,fan"	ae	a	long	43	5	1	2	0.5	0.446	1.549707808
BU78I	"ham,fan"	ae	a	long	33	6	1	2	0.5	0.446	1.549707808
BW95G	"ham,fan"	ae	a	long	82	5	1	2	0.5	0.446	1.549707808
CK44O	"ham,fan"	ae	a	long	7	6	1	2	0.5	0.446	1.549707808
CM34Z	"ham,fan"	ae	a	long	88	5	1	2	0.5	0.446	1.549707808
DF61Q	"ham,fan"	ae	a	long	71	6	1	2	0.5	0.446	1.549707808
DR17G	"ham,fan"	ae	a	long	16	5	1	2	0.5	0.446	1.549707808
EK1N	"ham,fan"	ae	a	long	90	6	1	2	0.5	0.446	1.549707808
ES29S	"ham,fan"	ae	a	long	73	6	1	2	0.5	0.446	1.549707808
FJ83B	"ham,fan"	ae	a	long	72	6	1	2	0.5	0.446	1.549707808
FU75W	"ham,fan"	ae	a	long	12	4	1	2	0.5	0.446	1.549707808
FV16X	"ham,fan"	ae	a	long	58	5	1	2	0.5	0.446	1.549707808
IF59C	"ham,fan"	ae	a	long	11	6	1	2	0.5	0.446	1.549707808
JD94A	"ham,fan"	ae	a	long	27	4	1	2	0.5	0.446	1.549707808
JE33O	"ham,fan"	ae	a	long	73	1	1	2	0.5	0.446	1.549707808
JV42B	"ham,fan"	ae	a	long	48	6	1	2	0.5	0.446	1.549707808
JY36H	"ham,fan"	ae	a	long	33	3	1	2	0.5	0.446	1.549707808
KB4F	"ham,fan"	ae	a	long	77	1	1	2	0.5	0.446	1.549707808
KI71L	"ham,fan"	ae	a	long	68	1	1	2	0.5	0.446	1.549707808
KK92R	"ham,fan"	ae	a	long	46	6	1	2	0.5	0.446	1.549707808
KQ37E	"ham,fan"	ae	a	long	49	2	1	2	0.5	0.446	1.549707808
KQ52J	"ham,fan"	ae	a	long	31	6	1	2	0.5	0.446	1.549707808
KR28H	"ham,fan"	ae	a	long	16	6	1	2	0.5	0.446	1.549707808
KS15D	"ham,fan"	ae	a	long	84	2	1	2	0.5	0.446	1.549707808
LC70W	"ham,fan"	ae	a	long	56	7	1	2	0.5	0.446	1.549707808
LQ40Z	"ham,fan"	ae	a	long	74	4	1	2	0.5	0.446	1.549707808
LT30W	"ham,fan"	ae	a	long	29	4	1	2	0.5	0.446	1.549707808
LY2O	"ham,fan"	ae	a	long	30	4	1	2	0.5	0.446	1.549707808
LY53Q	"ham,fan"	ae	a	long	57	6	1	2	0.5	0.446	1.549707808
LZ43Z	"ham,fan"	ae	a	long	93	3	1	2	0.5	0.446	1.549707808
MC41U	"ham,fan"	ae	a	long	58	5	1	2	0.5	0.446	1.549707808
MO73Z	"ham,fan"	ae	a	long	35	2	1	2	0.5	0.446	1.549707808
NX13O	"ham,fan"	ae	a	long	81	4	1	2	0.5	0.446	1.549707808
NZ20B	"ham,fan"	ae	a	long	58	6	1	2	0.5	0.446	1.549707808
OG60T	"ham,fan"	ae	a	long	72	2	1	2	0.5	0.446	1.549707808
ON3K	"ham,fan"	ae	a	long	53	1	1	2	0.5	0.446	1.549707808
ON74R	"ham,fan"	ae	a	long	84	5	1	2	0.5	0.446	1.549707808
OQ69Y	"ham,fan"	ae	a	long	23	4	1	2	0.5	0.446	1.549707808
OR11R	"ham,fan"	ae	a	long	80	6	1	2	0.5	0.446	1.549707808
OS26T	"ham,fan"	ae	a	long	13	7	1	2	0.5	0.446	1.549707808
PE14D	"ham,fan"	ae	a	long	95	5	1	2	0.5	0.446	1.549707808
PQ27D	"ham,fan"	ae	a	long	60	4	1	2	0.5	0.446	1.549707808
PW18G	"ham,fan"	ae	a	long	6	6	1	2	0.5	0.446	1.549707808
PX84R	"ham,fan"	ae	a	long	64	6	1	2	0.5	0.446	1.549707808
QR21P	"ham,fan"	ae	a	long	55	6	1	2	0.5	0.446	1.549707808
QW31L	"ham,fan"	ae	a	long	18	6	1	2	0.5	0.446	1.549707808
RB39H	"ham,fan"	ae	a	long	79	2	1	2	0.5	0.446	1.549707808
RL68G	"ham,fan"	ae	a	long	65	3	1	2	0.5	0.446	1.549707808
SG77E	"ham,fan"	ae	a	long	45	4	1	2	0.5	0.446	1.549707808
SK19G	"ham,fan"	ae	a	long	86	5	1	2	0.5	0.446	1.549707808
SK66K	"ham,fan"	ae	a	long	55	3	1	2	0.5	0.446	1.549707808
SQ87Z	"ham,fan"	ae	a	long	76	4	1	2	0.5	0.446	1.549707808
ST99W	"ham,fan"	ae	a	long	59	1	1	2	0.5	0.446	1.549707808
TE72Y	"ham,fan"	ae	a	long	21	5	1	2	0.5	0.446	1.549707808
TG10Q	"ham,fan"	ae	a	long	13	2	1	2	0.5	0.446	1.549707808
TK67C	"ham,fan"	ae	a	long	30	4	1	2	0.5	0.446	1.549707808
WT24N	"ham,fan"	ae	a	long	57	5	1	2	0.5	0.446	1.549707808
XC35E	"ham,fan"	ae	a	long	83	4	1	2	0.5	0.446	1.549707808
XG23P	"ham,fan"	ae	a	long	93	6	1	2	0.5	0.446	1.549707808
XL12Q	"ham,fan"	ae	a	long	23	5	1	2	0.5	0.446	1.549707808
XQ79R	"ham,fan"	ae	a	long	59	2	1	2	0.5	0.446	1.549707808
XS38P	"ham,fan"	ae	a	long	32	6	1	2	0.5	0.446	1.549707808
XS96W	"ham,fan"	ae	a	long	33	7	1	2	0.5	0.446	1.549707808
YD48I	"ham,fan"	ae	a	long	54	5	1	2	0.5	0.446	1.549707808
YK76J	"ham,fan"	ae	a	long	29	6	1	2	0.5	0.446	1.549707808
YN47M	"ham,fan"	ae	a	long	46	6	1	2	0.5	0.446	1.549707808
YU22I	"ham,fan"	ae	a	long	8	5	1	2	0.5	0.446	1.549707808
ZZ5V	"ham,fan"	ae	a	long	21	5	1	2	0.5	0.446	1.549707808
AM25Y	"man,lamb"	ae	a	long	58	2	1	2	0.5	0.446	1.549707808
AR82M	"man,lamb"	ae	a	long	80	6	1	2	0.5	0.446	1.549707808
AY9B	"man,lamb"	ae	a	long	13	2	1	2	0.5	0.446	1.549707808
BA89W	"man,lamb"	ae	a	long	36	4	1	2	0.5	0.446	1.549707808
BS90M	"man,lamb"	ae	a	long	44	5	1	2	0.5	0.446	1.549707808
BU78I	"man,lamb"	ae	a	long	51	6	1	2	0.5	0.446	1.549707808
BW95G	"man,lamb"	ae	a	long	76	5	1	2	0.5	0.446	1.549707808
CK44O	"man,lamb"	ae	a	long	42	6	1	2	0.5	0.446	1.549707808
CM34Z	"man,lamb"	ae	a	long	50	5	1	2	0.5	0.446	1.549707808
DF61Q	"man,lamb"	ae	a	long	64	4	1	2	0.5	0.446	1.549707808
DR17G	"man,lamb"	ae	a	long	69	6	1	2	0.5	0.446	1.549707808
EK1N	"man,lamb"	ae	a	long	89	3	1	2	0.5	0.446	1.549707808
ES29S	"man,lamb"	ae	a	long	69	6	1	2	0.5	0.446	1.549707808
FJ83B	"man,lamb"	ae	a	long	47	6	1	2	0.5	0.446	1.549707808
FU75W	"man,lamb"	ae	a	long	56	4	1	2	0.5	0.446	1.549707808
FV16X	"man,lamb"	ae	a	long	89	7	1	2	0.5	0.446	1.549707808
IF59C	"man,lamb"	ae	a	long	10	5	1	2	0.5	0.446	1.549707808
JD94A	"man,lamb"	ae	a	long	80	3	1	2	0.5	0.446	1.549707808
JE33O	"man,lamb"	ae	a	long	7	5	1	2	0.5	0.446	1.549707808
JV42B	"man,lamb"	ae	a	long	94	4	1	2	0.5	0.446	1.549707808
JY36H	"man,lamb"	ae	a	long	13	5	1	2	0.5	0.446	1.549707808
KB4F	"man,lamb"	ae	a	long	38	6	1	2	0.5	0.446	1.549707808
KI71L	"man,lamb"	ae	a	long	45	3	1	2	0.5	0.446	1.549707808
KK92R	"man,lamb"	ae	a	long	57	4	1	2	0.5	0.446	1.549707808
KQ37E	"man,lamb"	ae	a	long	86	1	1	2	0.5	0.446	1.549707808
KQ52J	"man,lamb"	ae	a	long	27	6	1	2	0.5	0.446	1.549707808
KR28H	"man,lamb"	ae	a	long	47	6	1	2	0.5	0.446	1.549707808
KS15D	"man,lamb"	ae	a	long	47	7	1	2	0.5	0.446	1.549707808
LC70W	"man,lamb"	ae	a	long	79	6	1	2	0.5	0.446	1.549707808
LQ40Z	"man,lamb"	ae	a	long	78	5	1	2	0.5	0.446	1.549707808
LT30W	"man,lamb"	ae	a	long	40	2	1	2	0.5	0.446	1.549707808
LY2O	"man,lamb"	ae	a	long	18	5	1	2	0.5	0.446	1.549707808
LY53Q	"man,lamb"	ae	a	long	31	6	1	2	0.5	0.446	1.549707808
LZ43Z	"man,lamb"	ae	a	long	74	3	1	2	0.5	0.446	1.549707808
MC41U	"man,lamb"	ae	a	long	55	5	1	2	0.5	0.446	1.549707808
MO73Z	"man,lamb"	ae	a	long	82	2	1	2	0.5	0.446	1.549707808
NX13O	"man,lamb"	ae	a	long	76	5	1	2	0.5	0.446	1.549707808
NZ20B	"man,lamb"	ae	a	long	20	6	1	2	0.5	0.446	1.549707808
OG60T	"man,lamb"	ae	a	long	73	3	1	2	0.5	0.446	1.549707808
ON3K	"man,lamb"	ae	a	long	75	3	1	2	0.5	0.446	1.549707808
ON74R	"man,lamb"	ae	a	long	57	6	1	2	0.5	0.446	1.549707808
OQ69Y	"man,lamb"	ae	a	long	85	3	1	2	0.5	0.446	1.549707808
OR11R	"man,lamb"	ae	a	long	92	5	1	2	0.5	0.446	1.549707808
OS26T	"man,lamb"	ae	a	long	7	7	1	2	0.5	0.446	1.549707808
PE14D	"man,lamb"	ae	a	long	48	6	1	2	0.5	0.446	1.549707808
PQ27D	"man,lamb"	ae	a	long	86	3	1	2	0.5	0.446	1.549707808
PW18G	"man,lamb"	ae	a	long	46	6	1	2	0.5	0.446	1.549707808
PX84R	"man,lamb"	ae	a	long	69	6	1	2	0.5	0.446	1.549707808
QR21P	"man,lamb"	ae	a	long	61	5	1	2	0.5	0.446	1.549707808
QW31L	"man,lamb"	ae	a	long	82	6	1	2	0.5	0.446	1.549707808
RB39H	"man,lamb"	ae	a	long	61	3	1	2	0.5	0.446	1.549707808
RL68G	"man,lamb"	ae	a	long	79	5	1	2	0.5	0.446	1.549707808
SG77E	"man,lamb"	ae	a	long	75	2	1	2	0.5	0.446	1.549707808
SK19G	"man,lamb"	ae	a	long	83	7	1	2	0.5	0.446	1.549707808
SK66K	"man,lamb"	ae	a	long	83	4	1	2	0.5	0.446	1.549707808
SQ87Z	"man,lamb"	ae	a	long	51	1	1	2	0.5	0.446	1.549707808
ST99W	"man,lamb"	ae	a	long	9	1	1	2	0.5	0.446	1.549707808
TE72Y	"man,lamb"	ae	a	long	47	5	1	2	0.5	0.446	1.549707808
TG10Q	"man,lamb"	ae	a	long	82	2	1	2	0.5	0.446	1.549707808
TK67C	"man,lamb"	ae	a	long	46	3	1	2	0.5	0.446	1.549707808
WT24N	"man,lamb"	ae	a	long	85	4	1	2	0.5	0.446	1.549707808
XC35E	"man,lamb"	ae	a	long	29	6	1	2	0.5	0.446	1.549707808
XG23P	"man,lamb"	ae	a	long	73	6	1	2	0.5	0.446	1.549707808
XL12Q	"man,lamb"	ae	a	long	10	5	1	2	0.5	0.446	1.549707808
XQ79R	"man,lamb"	ae	a	long	29	2	1	2	0.5	0.446	1.549707808
XS38P	"man,lamb"	ae	a	long	22	1	1	2	0.5	0.446	1.549707808
XS96W	"man,lamb"	ae	a	long	48	6	1	2	0.5	0.446	1.549707808
YD48I	"man,lamb"	ae	a	long	82	6	1	2	0.5	0.446	1.549707808
YK76J	"man,lamb"	ae	a	long	61	5	1	2	0.5	0.446	1.549707808
YN47M	"man,lamb"	ae	a	long	87	6	1	2	0.5	0.446	1.549707808
YU22I	"man,lamb"	ae	a	long	89	4	1	2	0.5	0.446	1.549707808
ZZ5V	"man,lamb"	ae	a	long	31	5	1	2	0.5	0.446	1.549707808
AM25Y	"map,tab"	ae	a	long	25	1	1	1	0.552	0.594	3.714075013
AR82M	"map,tab"	ae	a	long	75	5	1	1	0.552	0.594	3.714075013
AY9B	"map,tab"	ae	a	long	81	5	1	1	0.552	0.594	3.714075013
BA89W	"map,tab"	ae	a	long	68	5	1	1	0.552	0.594	3.714075013
BS90M	"map,tab"	ae	a	long	83	1	1	1	0.552	0.594	3.714075013
BU78I	"map,tab"	ae	a	long	28	6	1	1	0.552	0.594	3.714075013
BW95G	"map,tab"	ae	a	long	16	2	1	1	0.552	0.594	3.714075013
CK44O	"map,tab"	ae	a	long	47	4	1	1	0.552	0.594	3.714075013
CM34Z	"map,tab"	ae	a	long	96	6	1	1	0.552	0.594	3.714075013
DF61Q	"map,tab"	ae	a	long	13	3	1	1	0.552	0.594	3.714075013
DR17G	"map,tab"	ae	a	long	50	6	1	1	0.552	0.594	3.714075013
EK1N	"map,tab"	ae	a	long	46	5	1	1	0.552	0.594	3.714075013
ES29S	"map,tab"	ae	a	long	15	1	1	1	0.552	0.594	3.714075013
FJ83B	"map,tab"	ae	a	long	12	6	1	1	0.552	0.594	3.714075013
FU75W	"map,tab"	ae	a	long	44	4	1	1	0.552	0.594	3.714075013
FV16X	"map,tab"	ae	a	long	69	2	1	1	0.552	0.594	3.714075013
IF59C	"map,tab"	ae	a	long	7	2	1	1	0.552	0.594	3.714075013
JD94A	"map,tab"	ae	a	long	54	2	1	1	0.552	0.594	3.714075013
JE33O	"map,tab"	ae	a	long	18	4	1	1	0.552	0.594	3.714075013
JV42B	"map,tab"	ae	a	long	8	3	1	1	0.552	0.594	3.714075013
JY36H	"map,tab"	ae	a	long	76	1	1	1	0.552	0.594	3.714075013
KB4F	"map,tab"	ae	a	long	17	4	1	1	0.552	0.594	3.714075013
KI71L	"map,tab"	ae	a	long	73	3	1	1	0.552	0.594	3.714075013
KK92R	"map,tab"	ae	a	long	77	7	1	1	0.552	0.594	3.714075013
KQ37E	"map,tab"	ae	a	long	54	3	1	1	0.552	0.594	3.714075013
KQ52J	"map,tab"	ae	a	long	7	2	1	1	0.552	0.594	3.714075013
KR28H	"map,tab"	ae	a	long	38	6	1	1	0.552	0.594	3.714075013
KS15D	"map,tab"	ae	a	long	36	4	1	1	0.552	0.594	3.714075013
LC70W	"map,tab"	ae	a	long	33	5	1	1	0.552	0.594	3.714075013
LQ40Z	"map,tab"	ae	a	long	79	4	1	1	0.552	0.594	3.714075013
LT30W	"map,tab"	ae	a	long	14	3	1	1	0.552	0.594	3.714075013
LY2O	"map,tab"	ae	a	long	51	2	1	1	0.552	0.594	3.714075013
LY53Q	"map,tab"	ae	a	long	15	5	1	1	0.552	0.594	3.714075013
LZ43Z	"map,tab"	ae	a	long	92	2	1	1	0.552	0.594	3.714075013
MC41U	"map,tab"	ae	a	long	39	1	1	1	0.552	0.594	3.714075013
MO73Z	"map,tab"	ae	a	long	31	4	1	1	0.552	0.594	3.714075013
NX13O	"map,tab"	ae	a	long	84	1	1	1	0.552	0.594	3.714075013
NZ20B	"map,tab"	ae	a	long	6	6	1	1	0.552	0.594	3.714075013
OG60T	"map,tab"	ae	a	long	94	1	1	1	0.552	0.594	3.714075013
ON3K	"map,tab"	ae	a	long	37	1	1	1	0.552	0.594	3.714075013
ON74R	"map,tab"	ae	a	long	37	6	1	1	0.552	0.594	3.714075013
OQ69Y	"map,tab"	ae	a	long	48	4	1	1	0.552	0.594	3.714075013
OR11R	"map,tab"	ae	a	long	71	5	1	1	0.552	0.594	3.714075013
OS26T	"map,tab"	ae	a	long	17	1	1	1	0.552	0.594	3.714075013
PE14D	"map,tab"	ae	a	long	43	5	1	1	0.552	0.594	3.714075013
PQ27D	"map,tab"	ae	a	long	91	2	1	1	0.552	0.594	3.714075013
PW18G	"map,tab"	ae	a	long	78	2	1	1	0.552	0.594	3.714075013
PX84R	"map,tab"	ae	a	long	81	5	1	1	0.552	0.594	3.714075013
QR21P	"map,tab"	ae	a	long	79	7	1	1	0.552	0.594	3.714075013
QW31L	"map,tab"	ae	a	long	77	4	1	1	0.552	0.594	3.714075013
RB39H	"map,tab"	ae	a	long	37	2	1	1	0.552	0.594	3.714075013
RL68G	"map,tab"	ae	a	long	56	4	1	1	0.552	0.594	3.714075013
SG77E	"map,tab"	ae	a	long	31	3	1	1	0.552	0.594	3.714075013
SK19G	"map,tab"	ae	a	long	73	2	1	1	0.552	0.594	3.714075013
SK66K	"map,tab"	ae	a	long	66	3	1	1	0.552	0.594	3.714075013
SQ87Z	"map,tab"	ae	a	long	10	1	1	1	0.552	0.594	3.714075013
ST99W	"map,tab"	ae	a	long	64	1	1	1	0.552	0.594	3.714075013
TE72Y	"map,tab"	ae	a	long	6	5	1	1	0.552	0.594	3.714075013
TG10Q	"map,tab"	ae	a	long	52	1	1	1	0.552	0.594	3.714075013
TK67C	"map,tab"	ae	a	long	33	4	1	1	0.552	0.594	3.714075013
WT24N	"map,tab"	ae	a	long	29	4	1	1	0.552	0.594	3.714075013
XC35E	"map,tab"	ae	a	long	30	5	1	1	0.552	0.594	3.714075013
XG23P	"map,tab"	ae	a	long	91	3	1	1	0.552	0.594	3.714075013
XL12Q	"map,tab"	ae	a	long	87	3	1	1	0.552	0.594	3.714075013
XQ79R	"map,tab"	ae	a	long	54	1	1	1	0.552	0.594	3.714075013
XS38P	"map,tab"	ae	a	long	90	1	1	1	0.552	0.594	3.714075013
XS96W	"map,tab"	ae	a	long	51	2	1	1	0.552	0.594	3.714075013
YD48I	"map,tab"	ae	a	long	16	2	1	1	0.552	0.594	3.714075013
YK76J	"map,tab"	ae	a	long	15	6	1	1	0.552	0.594	3.714075013
YN47M	"map,tab"	ae	a	long	89	6	1	1	0.552	0.594	3.714075013
YU22I	"map,tab"	ae	a	long	66	6	1	1	0.552	0.594	3.714075013
ZZ5V	"map,tab"	ae	a	long	70	6	1	1	0.552	0.594	3.714075013
AM25Y	"cap,mat"	ae	a	long	15	1	1	2	0.533	0.461	1.9282619
AR82M	"cap,mat"	ae	a	long	31	3	1	2	0.533	0.461	1.9282619
AY9B	"cap,mat"	ae	a	long	14	1	1	2	0.533	0.461	1.9282619
BA89W	"cap,mat"	ae	a	long	15	5	1	2	0.533	0.461	1.9282619
BS90M	"cap,mat"	ae	a	long	7	3	1	2	0.533	0.461	1.9282619
BU78I	"cap,mat"	ae	a	long	93	5	1	2	0.533	0.461	1.9282619
BW95G	"cap,mat"	ae	a	long	71	2	1	2	0.533	0.461	1.9282619
CK44O	"cap,mat"	ae	a	long	57	2	1	2	0.533	0.461	1.9282619
CM34Z	"cap,mat"	ae	a	long	92	4	1	2	0.533	0.461	1.9282619
DF61Q	"cap,mat"	ae	a	long	66	4	1	2	0.533	0.461	1.9282619
DR17G	"cap,mat"	ae	a	long	63	5	1	2	0.533	0.461	1.9282619
EK1N	"cap,mat"	ae	a	long	8	4	1	2	0.533	0.461	1.9282619
ES29S	"cap,mat"	ae	a	long	39	4	1	2	0.533	0.461	1.9282619
